cycle,px_hex,py_hex,v_hex,theta_hex,delta_hex,a_hex,z_hex,p11_hex,p22_hex,p33_hex,p44_hex,p55_hex,p66_hex,p77_hex
243,FFFFDA8D0448,000021699E46,FFFFFE85ADBD,FFFFFFCA185E,000006117BD5,FFFFF1B26DBF,00000B18D852,000000E3CE6A,000000E91557,00013C752F62,00000283833F,00000100D964,0001D294CC49,000000E7AFF5
244,FFFFDA79ECE2,0000205ED613,FFFFFC08A9CB,FFFFFF8F5344,0000060C352E,FFFFF091A456,00000B979246,000000E39712,000000EB8F4F,00014A863A99,00000286804D,000001011E35,0001D6D631E2,000000E7AFF6
245,FFFFDA6658C9,0000204A98A7,FFFFFB59D10E,FFFFFFE24D11,00000609F84A,FFFFF0605C1A,00000BEB7595,000000E73C4C,000000E563A6,000154DB8C6B,000001DB69C8,00000101449F,0001D9F8EFCD,000000E7AFF5
246,FFFFDA8F8E86,00002052F18F,FFFFFAE55D51,FFFFFFC0EC33,0000060B41C0,FFFFF04A0227,00000B445344,000000E39664,000000E62919,000151F5958D,00000194FEB9,0000010164EF,0001D926499E,000000E7AFF6
247,FFFFD9856082,00001FAD99A5,FFFFF895233B,000000FB98A5,000005FB6D80,FFFFEF46A743,00000B668D3E,000000E746F0,000000EAAEFA,00014B7CCD90,000003D05248,000001015D32,0001D7638CA8,000000E7AFF5
248,FFFFD97D2A31,00001F1781E5,FFFFF55191B9,0000009B4CD5,000005EFA071,FFFFEDC0A352,00000B8B47B8,000000E8433F,000000E4E361,00013E30F2AD,000000DE62BD,00000100E8FA,0001D3D8514A,000000E7AFF6
249,FFFFD8F30746,00001EA75D6C,FFFFF650E25C,0000006F367E,000005F00A6D,FFFFEE7F4BE4,00000B25CDCA,000000E8227B,000000E98D9C,000129C68A77,00000184815B,00000100CFDB,0001CE425B80,000000E7AFF5
250,FFFFD85E24DB,00001DCCDF4C,FFFFF354597B,00000039D177,000005EC81F6,FFFFED1540BA,00000B02A874,000000E78601,000000F2ED5E,00012EEEA5D9,00000244EDA3,000001010C6B,0001D0272A9B,000000E7AFF6
251,FFFFD892A06F,00001D53C9ED,FFFFF29E48A8,FFFFFF934C57,000005EB67E1,FFFFECEF7118,00000C0AA379,000000E3636A,000000F0E544,00013D119122,00000193B12F,000001014C15,0001D47B5E39,000000E7AFF5
252,FFFFD87500AE,00001D472897,FFFFF305F63C,FFFFFFB853AD,000005E5E624,FFFFED63A407,00000BAA3F11,000000EA1CE8,000000EE98AF,000147760076,000001C5EE19,00000101153F,0001D7A1F591,000000E7AFF6
253,FFFFD841ACA1,00001CBFE435,FFFFF1760B32,FFFFFFA51424,000005DA60D8,FFFFECCC88FF,00000BB66F10,000000E42344,000000F00592,000146F46FC8,0000024712DD,000001006C90,0001D77AD4F7,000000E7AFF5
254,FFFFD895E6D6,00001C734D06,FFFFF02B76F2,FFFFFF83070E,000005E536AC,FFFFEC43C7E2,00000C111B11,000000E77E33,000000F0C56F,000147F92A07,0000039BA680,000000FEEA2E,0001D7FE70E6,000000E7AFF5
255,FFFFD7CF1B35,00001C1667CC,FFFFF18C4082,FFFFFF74FEE1,000005B8B881,FFFFED7055DF,00000C817070,000000EBE921,000000EF1AEF,00013E32ADD3,00000165F8A1,000000FDD43D,0001D536AB1B,000000E7AFF6
256,FFFFD707057F,00001C5B36C0,FFFFF5CFF941,000000E25CE9,000005A5813B,FFFFF009BFA0,00000C7A4D69,000000E3C779,000000EDE0BA,00013A1FDDB0,000003F7BEA0,000000FD7C89,0001D44E816A,000000E7AFF5
257,FFFFD690C047,00001C1B0337,FFFFF68C63D6,000000D1F3F4,00000598222E,FFFFF0AF6B46,00000C8AD7EB,000000E462EF,000000EE2F3F,00012FAE4F24,000000CF41CA,000000FFB8EA,0001D14DA51B,000000E7AFF6
258,FFFFD6AC760F,00001B00C761,FFFFF0A755B0,FFFFFFFF50B1,000005925D74,FFFFEDB4CCB2,00000C0EF94D,000000E8E634,000000EA7841,0001221425BC,0000013CF637,000001003097,0001CD61F1F9,000000E7AFF5
259,FFFFD62B4306,00001A8E1C15,FFFFEFF9C8FF,000000516BCD,00000586B46B,FFFFED957FA8,00000C258B3C,000000E73B78,000000F0EB45,00011C915AC5,00000298AB53,0000010000A0,0001CC0D6BA9,000000E7AFF6
260,FFFFD60C45FF,000019BB2A29,FFFFEDD58619,FFFFFFB84466,00000576B43B,FFFFECB4FB46,00000C2238F4,000000E442A0,000000EE90CD,00011661F679,00000134A063,000000FFB6FE,0001CA64FD1A,000000E7AFF5
261,FFFFD5DE490A,000019A05538,FFFFEF343AD6,FFFFFFCB9E56,00000572C960,FFFFEDAD4B89,00000C5824B9,000000E7157D,000000F2FC83,0001134DC929,000002642AF4,000000FE49AD,0001C9C54F41,000000E7AFF6
262,FFFFD5B60975,0000197678EB,FFFFEE67A206,00000045432F,0000056CAC29,FFFFED76418B,00000C21C559,000000E78CBC,000000F63C6E,0001179400B6,0000036BAA84,000000FD8C5F,0001CB8CBCA6,000000E7AFF5
263,FFFFD4D30F10,00001914E92E,FFFFF1714ADD,0000005AA07C,0000054299E1,FFFFEF84271F,00000C12D2D0,000000E47C67,000000EF87B3,00011909747F,00000156A42C,000000FE447E,0001CC24E75A,000000E7AFF6
264,FFFFD4BF9B79,000018181B3F,FFFFEC16EA52,FFFFFF708794,00000534D41E,FFFFECD38869,00000BA20B92,000000E3B077,000000F29A2B,0001130A6882,000001E7FF2F,000000FF0285,0001CA81AF36,000000E7AFF5
265,FFFFD4BE5110,000017C84666,FFFFEB575A3C,FFFFFF8512F0,0000053848F0,FFFFEC9DAE3C,00000BE15245,000000E4F6CD,000000F3B945,00011D60D8D6,0000038A7A24,000000FD7A5C,0001CDFDEE98,000000E7AFF6
266,FFFFD479080C,00001767AA72,FFFFEA19AD38,FFFFFEE8F485,0000051FB2FE,FFFFEC3E5DF9,00000C21ACDE,000000F1D269,000000E937CF,00011D6070C4,0000016B0287,000000FC4041,0001CE35CEB8,000000E7AFF5
267,FFFFD3CC48A4,0000170F3624,FFFFE761A7FB,FFFFFF9A6D31,00000504F2C2,FFFFEB105749,00000BDE8FDC,000000E73131,000000E47B55,00012219B778,000005CBBE13,000000FBF993,0001CFF81627,000000E7AFF6
268,FFFFD3912B5F,0000167C21D9,FFFFE614F7E3,FFFFFF1E2D7D,000004E61C18,FFFFEAB46A84,00000BE7435B,000000E69DC7,000000EB88FE,00012C0C6592,0000016A0ADC,000000FA4843,0001D2F26909,000000E7AFF5
269,FFFFD32FB2C2,00001672C4B2,FFFFE778932F,FFFFFFA3D186,000004CB06FA,FFFFEBCE0B44,00000B947973,000000E51EDC,000000E90840,00012B511D5C,0000035813A6,000000F9859D,0001D2BFA731,000000E7AFF6
270,FFFFD2DD3F29,000015B6A20D,FFFFE359BE0B,FFFFFEFB98B5,000004BF4B42,FFFFE9CBFF28,00000C1692DC,000000F407B4,000000E36182,000126B0EB57,0000022B7FA8,000000F84433,0001D18868E3,000000E7AFF5
271,FFFFD2B4BB5F,000015A5D204,FFFFE35F6DE3,FFFFFFB00ED8,000004BF3627,FFFFEA0C3B0C,00000B868102,000000FA4214,000000E4F4B0,00012FCF82E3,0000061CBBA1,000000F7921C,0001D4B1531E,000000E7AFF6
272,FFFFD2CCB6E1,00001540E4B8,FFFFE334C26C,FFFFFEF1C26C,000004B76448,FFFFEA39768F,00000BA0B104,000000F3BE47,000000EA13DC,00013A6C712F,000000F99689,000000F67CDA,0001D7B85BAE,000000E7AFF5
273,FFFFD2BDF0DC,0000147D8CA1,FFFFE07164BD,FFFFFE9D3504,000004DB27A9,FFFFE8D5F0C4,00000C1CDFC5,000000F3857C,000000E6DE97,00013BE7F7AE,0000034FE34D,000000F80932,0001D81AB9A4,000000E7AFF6
274,FFFFD32BD375,0000140DBFD0,FFFFE3250D7B,FFFFFEDDEDB8,00000520C30B,FFFFEA66DCDA,00000BDEB126,000001036651,000000E41806,00013E800DD4,000006321863,000000F60A10,0001D9144A6B,000000E7AFF5
275,FFFFD3376D69,000013F8864F,FFFFE3D0F52F,FFFFFEBF1929,0000050EC628,FFFFEB0D8DE1,00000BAE018C,0000010CDA70,000000EAFF45,00014D0D6747,000000FC9D35,000000F5536E,0001DD420000,000000E7AFF6
276,FFFFD22E4607,000013291ECC,FFFFDE41433D,FFFFFE51DCD5,000005046818,FFFFE83F7703,00000B4B3D87,00000104F3ED,000000E4F8C2,00014CC301D4,000005AB9F3D,000000F7A0A7,0001DCC3E686,000000E7AFF5
277,FFFFD133A48F,00001285397F,FFFFD841494F,FFFFFE0FA0DD,000005278BEB,FFFFE52261BD,00000B35893D,0000010877EB,000000F2222D,0001495C7826,000006183E88,000000F5F2A3,0001DB98931C,000000E7AFF6
278,FFFFD0FE13BC,000012290A41,FFFFD72C6883,FFFFFF3685C3,0000053AE039,FFFFE4CA06BE,00000BDFCF6D,00000114C109,000000E7D05C,000153CD526A,00000F18E780,000000F09F6F,0001DE307E9E,000000E7AFF5
279,FFFFD09917CB,000011E21AD6,FFFFD8E12DEB,FFFFFE614FAE,00000513D139,FFFFE61D2C0A,00000BC88DE0,000001166D4C,000000FAE04C,0001587B1BB0,00000177A2BA,000000F25D9A,0001DECEE202,000000E7AFF6
280,FFFFD07EE9D4,00001176F637,FFFFD8F10C68,FFFFFF3AC38D,00000524465B,FFFFE6678BB4,00000B705586,00000111782A,000000ECE564,00015EFA5FDE,0000095D1D6C,000000F1044D,0001E05FAD4B,000000E7AFF5
281,FFFFD0D5833F,000010CFDF83,FFFFD74EEDDD,FFFFFF611B6D,0000053B54E9,FFFFE5C052EF,00000BB4B925,000001279DC9,000000F7D45C,00016AB43305,000005968D89,000000F53659,0001E36251F4,000000E7AFF6
282,FFFFD0FF962A,00001111E0E9,FFFFDC1C4227,FFFFFF47F2C5,0000052951CB,FFFFE8B2C53C,00000B89EBD9,0000012596B1,000000F9678E,00016628E7C9,0000012AAAF7,000000F4F4BE,0001E160CC73,000000E7AFF5
283,FFFFD04FAAA3,00000FD5BBD7,FFFFD5A684E1,FFFFFF7A034C,00000515F0BB,FFFFE5736F70,00000B734A62,0000011AF4D9,000000F9DE6C,00015F758CA5,000006846DE0,000000F8F319,0001DF1C544E,000000E7AFF6
284,FFFFD041B3A4,00000F79416F,FFFFD8A037A0,FFFFFE7739E1,000004F80C43,FFFFE76828D1,00000C019B41,000000E4F970,000000F94678,00015B3A6B1F,000000FD7776,000000F52804,0001DD7809DF,000000E7AFF5
285,FFFFCFA95C16,00000E89A34D,FFFFD33B19BE,FFFFFE827897,000005015E19,FFFFE4BAB712,00000C182282,000000EB6593,000000EA6439,000153BD8C9B,00000941F05C,000000F751F4,0001DAFC171B,000000E7AFF6
286,FFFFCF5A17E4,00000E59D486,FFFFD3940A3A,FFFFFFA8E8F4,000004FEABB0,FFFFE537E3F2,00000C127DAD,00000118741A,000000E3E75B,00014CB7E460,00000DC8B9A2,000000F0D719,0001D8C2ED98,000000E7AFF5
287,FFFFCED69F5F,00000E753EBD,FFFFD0BA3536,00000098C48E,000004DD5406,FFFFE3FB5961,00000C8DF07C,00000110CDAE,000001096B42,000151B0C37D,00000522F6CB,000000F492F2,0001DA5ED14C,000000E7AFF6
288,FFFFCF0E0A88,00000D40B6BC,FFFFCE567464,FFFFFF7A8E80,000004DC0A8C,FFFFE2FDD478,00000C6ABA36,00000114A788,0000011B85AF,000157D0492A,000002796E41,000000FB9110,0001DC330D7E,000000E7AFF5
289,FFFFCF62831B,00000CEACFF7,FFFFCE15C2CE,FFFFFF15047E,000004F8B1DC,FFFFE321E255,00000CDC4BFF,000000EDF9DF,00000118510D,000159E8AE1C,0000031A82A5,000000F2EAF2,0001DC8C90A3,000000E7AFF6
290,FFFFCF21D550,00000BD9F74F,FFFFCA4A60DF,FFFFFEBE0F81,0000050BFCDE,FFFFE15CA148,00000C1C59A7,000000E00420,0000010C7EA4,00015572E2D8,000008DEE288,000000EB0B04,0001DB05E676,000000E7AFF5
291,FFFFCEBCB6BB,00000B3C27F3,FFFFCAB0169D,FFFFFF793D5C,000004FBE088,FFFFE1ECD8E8,00000C95A650,000000FAB141,0000010F7F1A,0001468D51D1,00000E895B59,000000E79051,0001D6711714,000000E7AFF6
292,FFFFCEC1DC56,00000AFE86E4,FFFFCB789E48,FFFFFF18AC8A,000004F5169A,FFFFE2AEB6C5,00000C58F0DC,00000124CAF9,000001377252,0001392ABA13,0000031304FD,000000E6420A,0001D26F7493,000000E7AFF5
293,FFFFCFBFE99D,00000B9095CE,FFFFCF34A3FF,FFFFFFD007BF,0000050CA1AB,FFFFE4FA9CDA,00000C065C6A,000001316A72,000001021181,000135EBA327,0000061FF399,000000EA7C97,0001D15110A4,000000E7AFF6
294,FFFFCF552C70,00000ADDDE67,FFFFD26B51AD,FFFFFE602DC3,000004DABE35,FFFFE7120FCD,00000C2E806B,000001255049,000001081F83,00012BB1EAC1,000000F79DEF,000000F26299,0001CE36AA7B,000000E7AFF5
295,FFFFCFAE1ABD,00000A728F40,FFFFD0DAA667,FFFFFF83C291,0000050F7F14,FFFFE676B788,00000BF752BB,0000010CE936,000000E800A9,00012B0B38A4,00000911294B,000000F7EF4F,0001CE2D843D,000000E7AFF6
296,FFFFCF90D976,000009FDEE8B,FFFFD0FE6289,FFFFFF991757,000005074F1E,FFFFE6D2B384,00000C2FB0F4,0000012AC082,00000104AC83,000122362EE4,00000693A500,000000F4EA4A,0001CBCE13F3,000000E7AFF5
297,FFFFCF856118,0000095BD4C1,FFFFD1A15D72,FFFFFED9B97B,000004FA787E,FFFFE7744105,00000C728F32,0000010EF2C0,00000102AD77,000114C1C3E8,0000010B948E,000000F0996B,0001C82DE673,000000E7AFF6
298,FFFFCF867461,000008E8B6FA,FFFFD27149DE,FFFFFEE05D7A,00000519DC84,FFFFE823CC7A,00000C3638E2,0000010C577D,000000F89AD0,000113646350,0000058EC7BC,000000F2C45E,0001C83F0571,000000E7AFF5
299,FFFFCEFA7537,0000089B75E0,FFFFD0B51103,FFFFFF03BFFD,00000503A6B5,FFFFE77839E0,00000BD915C4,0000011FC364,000000EC319E,00010EA82B9F,0000056957FA,000000EB8138,0001C7606F6E,000000E7AFF6
300,FFFFCED27B05,0000079A9FC6,FFFFCE2CBAE8,FFFFFDAEE02F,0000051C757B,FFFFE652F58E,00000BDCA974,0000012425E1,000000E65915,000118C4B960,0000017C8A42,000000EB2D5F,0001CAAABD86,000000E7AFF5
301,FFFFCF15E378,00000745B09E,FFFFCF61A3E5,0000000D415F,0000054CEBA4,FFFFE73A0A7E,00000BE0C41C,000001217332,000001000968,00012005C26C,000008E8EC32,000000F2B348,0001CD1385A0,000000E7AFF6
302,FFFFCE422C4D,000006ADA933,FFFFCA9C1916,000000C4C91A,000005180114,FFFFE4EBA088,00000C139B03,000001116559,000000E93D9C,00011FAB5AC7,000003070F76,000000F9BB23,0001CD2E20AB,000000E7AFF5
303,FFFFCFBBD692,000005E0D271,FFFFC8402C7F,FFFFFEA1A595,0000052FD678,FFFFE3E2CA21,00000C14D1A2,0000013394A3,000000FB1191,00012A9BC21D,000001D0D04E,000000FE1930,0001D088656C,000000E7AFF6
304,FFFFCF143846,000005B5749C,FFFFC5B3BE80,FFFFFF60FDF8,000004FB050F,FFFFE2D09CB1,00000BFCCB47,000000FBF91B,000000E729DB,00012DF55204,00000D447B71,000000F4A3AB,0001D1A3F5CE,000000E7AFF5
305,FFFFCECC6326,0000052E8133,FFFFC56B2A30,FFFFFF28914A,000004E5A037,FFFFE2FF74E4,00000C02F6A3,000001341839,000001298EEB,00013D4DF01D,000004CCBA7B,000000EFE3C5,0001D6355E11,000000E7AFF5
306,FFFFCE473113,0000046419CB,FFFFC6A1F677,FFFFFE9A673A,000004BCC838,FFFFE403D714,00000C4E2FBE,0000011697EF,000000F5FC41,00013BDE6D81,0000054BABEC,000000E91146,0001D5664BC2,000000E7AFF6
307,FFFFCD69DF68,000003D63B77,FFFFC5906CAC,FFFFFEE94B6F,000004ABCC07,FFFFE3BDEF47,00000BF4B15A,00000128DC96,000000E6BE46,00013E832182,00000D46C530,000000E23F6C,0001D5FD2AC1,000000E7AFF5
308,FFFFCE4F666F,000002B4AA11,FFFFC18EDB45,FFFFFF073F17,000005208F6D,FFFFE1CBF820,00000BC28FFB,0000013CC4FB,00000106D445,00013C5C4A62,00000AEAABCF,000000E922A6,0001D52AC948,000000E7AFF6
309,FFFFCE6C3F81,00000320AE9D,FFFFC54E604A,0000007F65FD,000004FB752E,FFFFE431DB35,00000BC79ABF,0000014F70B4,000001270104,00013800A7B0,0000086267EF,000000EBD6FB,0001D3A4B57C,000000E7AFF5
310,FFFFCE2C350C,0000033AE737,FFFFC9EC469A,FFFFFFEAE180,000004E4109F,FFFFE70A76D0,00000B5D052C,000001375734,0000010DABE5,0001318EFEFD,000001836F5A,000000FC5A2B,0001D1A2A993,000000E7AFF6
311,FFFFCD8C68EE,0000027D6D09,FFFFCEA4898A,FFFFFF77508E,0000049F4B32,FFFFE9F458AB,00000B5F5039,000000F02214,0000012A9452,00012CD07CE3,0000017C6A87,000000F9CFD4,0001D02B81CD,000000E7AFF5
312,FFFFCD60FA15,000001D74C90,FFFFCEBE548B,FFFFFF6F629F,0000048D1E2F,FFFFEA434B40,00000B9C97AF,000000F1627B,000001170971,00012B76BFDB,0000059370E7,000000F6DE20,0001CFCF3909,000000E7AFF6
313,FFFFCD5B0179,0000008E29BA,FFFFC93AE7E1,FFFFFE077ECB,00000483D14D,FFFFE77AAC7A,00000BF92046,00000110DF45,000000E3E971,000124F2A966,000001737891,000000F14794,0001CDC63DD8,000000E7AFF5
314,FFFFCDC4A5CC,FFFFFFFAE3C3,FFFFC9FE0A45,FFFFFFF50C40,000004A9AFC7,FFFFE827CC58,00000C86BC62,00000122E816,00000100E910,00012EA9F986,000007DFC36D,000000F4D385,0001D0BEC3FE,000000E7AFF6
315,FFFFCD80F7B5,FFFFFEB25E8A,FFFFC545C627,FFFFFEDCCDF5,0000047C627F,FFFFE5DC66BA,00000C1DEA58,000000FA92AE,00000103153D,00012788179E,00000202415D,000000F11BD3,0001CECB4603,000000E7AFF5
316,FFFFCD8F9F93,FFFFFEAF39AF,FFFFC625455E,00000086457B,00000487C714,FFFFE69B524E,00000BF9E6C7,0000010DD560,000000F59345,000122DBCC9B,00000D270B39,000000E6F2A9,0001CDC095BD,000000E7AFF6
317,FFFFCE1F4E4A,FFFFFDCDDE0F,FFFFC4E0B701,FFFFFFC6276D,00000496FE5F,FFFFE62A3796,00000C67B6B9,000001549FBD,000000ECCF21,00012DA0E24F,000003F8E54F,000000F6A09D,0001D11B94C6,000000E7AFF5
318,FFFFCE3C3617,FFFFFDDA26FC,FFFFC9FA3051,FFFFFE84CE93,0000049BB698,FFFFE9441963,00000C5BAAE2,000000E52B0B,000000FEEAA1,00012DC38A89,000000FF8B98,000000F23D53,0001D1173713,000000E7AFF6
319,FFFFCDFD0B51,FFFFFDD464D3,FFFFCB67EF58,FFFFFFFA4ABF,000004B1CF03,FFFFEA48968F,00000C5BEF9B,000000FB587D,000000F27137,0001355D5DE2,00000D83C0F8,000000F5637D,0001D37FA4F4,000000E7AFF5
320,FFFFCE6C6947,FFFFFDCDC516,FFFFCCA57FB6,FFFFFFD8E141,000004D11DD0,FFFFEB2C952E,00000C484489,000001327F78,000000FF8A4F,00013DE9E892,0000038C5991,000000F1224C,0001D60C9C40,000000E7AFF6
321,FFFFCEBDF30C,FFFFFCF3C779,FFFFCB46A511,FFFFFF196BD3,000004CB95EB,FFFFEAA77714,00000C9E1C92,0000010BA844,000000F2C2EB,00014438D2BC,0000034A7B8F,000000EED696,0001D79F8303,000000E7AFF5
322,FFFFCE318641,FFFFFCF7B77F,FFFFCE8CB206,FFFFFF16476D,0000049063BB,FFFFECBF1654,00000C634DDD,000001055BCF,000001071799,00014711AAD9,000003199BDB,000000E66AC4,0001D8437DF8,000000E7AFF6
323,FFFFCD459574,FFFFFC24A013,FFFFCB42CBA3,FFFFFEADE4D5,0000046BEDA5,FFFFEB2EE886,00000C07DF90,00000120C9E6,000001004994,000148737D16,000005E9D34A,000000E145C6,0001D8ACCE1A,000000E7AFF5
324,FFFFCDD76285,FFFFFB783430,FFFFCFF1644C,FFFFFF0639EB,000004F667F4,FFFFEDDDB09D,00000BDBD7AB,00000122B5B6,000000E8ED56,0001439E75BE,00000590923D,000000E3FE83,0001D74FA67E,000000E7AFF6
325,FFFFCCE7885C,FFFFFA9967B3,FFFFCBE1FD9A,FFFFFE99A355,000004E60C2D,FFFFEBDABE03,00000B1FF13A,0000012D65D2,000000ED3334,00013861C35D,00000638C971,000000E9A14F,0001D40D8210,000000E7AFF5
326,FFFFCCB00DE7,FFFFFA569383,FFFFCCD55110,FFFFFF4A22FD,000004D14579,FFFFEC9CC2AC,00000B9ECC8E,00000136BEEE,000000EC3F7C,0001427AA00E,000008FB0BD1,000000EB3F60,0001D6EEBE65,000000E7AFF6
327,FFFFCDE06CBF,FFFFF953D8E4,FFFFC860C032,FFFFFF624DB8,0000051CEE8C,FFFFEA5024F6,00000BB3CDEB,0000013AEF2B,000001061072,0001424BB511,000005791247,000000F28D29,0001D69764C4,000000E7AFF5
328,FFFFCE3328B3,FFFFF8620EA6,FFFFC5CAC8EC,FFFFFEDF58E0,000005324C67,FFFFE91E5562,00000C3E2949,0000013D25DD,000001004835,00013CB3BE73,000005B9D137,000000F032F6,0001D4C69B73,000000E7AFF6
329,FFFFCEA48CEE,FFFFF800A42D,FFFFC893A44A,FFFFFED02BAA,00000566448E,FFFFEADC0392,00000C27C948,000001158927,000000F0CDBB,000134F192B7,000005B7D566,000000EA0FD1,0001D26B5A32,000000E7AFF5
330,FFFFCE713039,FFFFF6DF16D7,FFFFC56C4BA9,FFFFFE1C0B2E,00000593E526,FFFFE95681DC,00000C02AE40,00000109A2BF,000000E66584,0001295D73DC,000005D41C24,000000E8611E,0001CF0593AD,000000E7AFF6
331,FFFFCDCD5A07,FFFFF678D56E,FFFFC64E30D3,0000011989B1,0000059B790E,FFFFEA101541,00000BE696A9,00000102DAC5,000000FDDE06,000122D85BFE,000005E79AC6,000000E826C4,0001CD478EAE,000000E7AFF5
332,FFFFCF84720E,FFFFF698BFED,FFFFCC50089C,FFFFFF1CF362,00000590604A,FFFFED9314D1,00000BBC43B6,00000102B953,000000EDE9FA,00011D2EB773,000001B9AC34,000000FE5C19,0001CBA7A93B,000000E7AFF6
333,FFFFCF75A9CA,FFFFF6DBECEB,FFFFD220F156,000000378B26,00000595B8E4,FFFFF0F571B8,00000C169A59,000000F9F10D,0000010F495F,000113CDDC32,00000969C411,000000F6902D,0001C901F901,000000E7AFF5
334,FFFFCF845198,FFFFF5F18AA1,FFFFD0EAE664,FFFFFF2C6851,0000057EF463,FFFFF07BACB9,00000C42E172,00000104D956,000000F65AB2,0001106430D0,000001DA4848,000000FA997E,0001C82DA742,000000E7AFF6
335,FFFFCF73AF87,FFFFF5EBABAB,FFFFD295F2C5,FFFFFFE9E427,0000058AF389,FFFFF18F3344,00000C5C7A91,000000F1C3DE,0000010BA150,0001116117D4,000008BD7065,000000F288FB,0001C8CDA956,000000E7AFF5
336,FFFFCFE55664,FFFFF52835D9,FFFFD0DA636E,FFFFFF174055,0000058FA80C,FFFFF0C31C4A,00000CA4AA83,000000F09180,000000EA2BE5,00011B7F85CD,0000039D3679,000000F43614,0001CC050B4F,000000E7AFF6
337,FFFFCFE062BC,FFFFF56EF7D9,FFFFD5093C91,0000006034F3,000005850E6D,FFFFF33C4AA7,00000C366FCF,000000E21611,000000FBBF89,00011E3B3287,000009934ACA,000000ED756E,0001CCFF2F29,000000E7AFF5
338,FFFFD08A7F9A,FFFFF4D1F560,FFFFD5E6650C,FFFFFEB044E2,0000059BAFAD,FFFFF3DA3DE5,00000BEDB50A,00000108ECF7,000001038B32,00012C8BEA6D,00000174DE1E,000000F94C24,0001D16B235A,000000E7AFF6
339,FFFFCFE25F8C,FFFFF3D5F0E4,FFFFD3AA952B,FFFFFF4C88D3,0000057B4A01,FFFFF2C5142A,00000C1193D5,000000DFB197,000000F2AE13,000135A6295F,00000E7FAD68,000000FA0002,0001D42C997D,000000E7AFF5
340,FFFFD00FD0A2,FFFFF2FFC2D0,FFFFD1F89300,FFFFFE41B1C0,00000582398F,FFFFF1FA13FD,00000C06A068,0000010A9EFA,00000104DF7A,000137888461,000001D1D4A1,000000F12D79,0001D497E21F,000000E7AFF6
341,FFFFD0DA5103,FFFFF31C2675,FFFFD6B6C228,FFFFFEEEF8C4,00000593383A,FFFFF4BC1968,00000C23F81D,00000119A88C,000000E94A71,0001319DF18A,00000CD14DC5,000000F1D6E9,0001D29B5344,000000E7AFF5
342,FFFFD0824BDC,FFFFF28BEE0A,FFFFD592671D,FFFFFEBEFD0B,000005735DE4,FFFFF43D054C,00000C466ECB,000000E8B963,000001151BE5,00012C13B8C4,000005C9AA04,000000EEDDF5,0001D0E1CAC3,000000E7AFF6
343,FFFFCFA7FD95,FFFFF1CFF343,FFFFD2880456,FFFFFDF9A527,0000054AC0CF,FFFFF2B5239B,00000BA83DA3,0000010FA204,000000EEA4CF,00012660E2F6,0000030297DF,000000E91D19,0001CF327821,000000E7AFF5
344,FFFFCFF9C21C,FFFFF1C8AD29,FFFFD455404E,FFFFFFBA2DC8,00000563DAE9,FFFFF3D5E4CB,00000B9A06BC,00000127931C,000000EBC35E,00012C34C302,00000BAD099A,000000ECBF8F,0001D10D5B7E,000000E7AFF6
345,FFFFD10DD4B8,FFFFF0564162,FFFFD28877F0,FFFFFE422AF0,000005A1A337,FFFFF2F108B7,00000B4217D3,000000FD99C1,00000115C901,00013AF220CD,0000055BA665,000000F4D4BD,0001D57C3100,000000E7AFF5
346,FFFFD0C5736C,FFFFF08C4184,FFFFD2500A8F,FFFFFFD7F700,0000058B0653,FFFFF2F739F1,00000C00D24F,000000E44248,000000E7B416,0001411EA5E3,00000C1BB2D2,000000F330AF,0001D74B76A3,000000E7AFF6
347,FFFFD0BB424C,FFFFF08C0A4E,FFFFD3222216,FFFFFFD04C16,00000571A012,FFFFF39364E2,00000BFAD62B,000000EDA697,00000107E21B,00014F36B6D2,0000039A8D43,000000F80701,0001DB5B6808,000000E7AFF5
348,FFFFD0E5095C,FFFFF0135299,FFFFD402645B,FFFFFFF37814,00000568CC8E,FFFFF432D164,00000C2DF060,000000E7DF50,00000106F2FF,0001523486EF,0000068EA1E2,000000F583BC,0001DBFC5871,000000E7AFF6
349,FFFFD0A6D5D9,FFFFEFCCF2D3,FFFFD670EC77,FFFFFFA83215,000005344A4C,FFFFF5AC986C,00000C8B48D7,000000E6AABE,0000010639AC,00014AC558B5,000001C282D3,000000F481D2,0001D98D79A5,000000E7AFF5
350,FFFFD09E4B06,FFFFEF2564D2,FFFFD56BFFC3,FFFFFF26A523,0000052AF396,FFFFF53C725E,00000C84F8AB,000000F8E07A,0000010FF46F,00014C266FCF,0000034C4718,000000F55993,0001D9F2B0AB,000000E7AFF6
351,FFFFD0C0418E,FFFFEE4892AA,FFFFD6E2CCEB,FFFFFEDE3B1D,000005558BD1,FFFFF626C781,00000C23BF66,000000EA32D8,00000104C0C9,0001470BC70E,000008A69F65,000000F4ACF1,0001D858EB18,000000E7AFF5
352,FFFFD118B045,FFFFEE1D06F1,FFFFD8CE233D,FFFFFED91C39,00000568A0EF,FFFFF74BF021,00000C41DCF4,000000FD5E91,000000E5323B,00014D9F2BD3,00000320BB83,000000EF3DCF,0001DA354131,000000E7AFF6
353,FFFFD11FD939,FFFFEDBD8BC6,FFFFD97A3A8F,FFFFFF26BACC,0000057619C7,FFFFF7C131E0,00000B481AB0,0000010E224A,000000F222FA,00014633282A,000005F1AA8A,000000EA8577,0001D7D619DE,000000E7AFF5
