cycle,px_hex,py_hex,v_hex,theta_hex,omega_hex,a_hex,z_hex,vz_hex,az_hex,p11_hex,p22_hex,p33_hex,p44_hex,p55_hex,p66_hex,p77_hex,p88_hex,p99_hex
206,FFFFE987B915,00002C5F87C9,FFFFFF11DB7E,0000000858DA,FFFFFFFFF65A,00000000798A,00000BAD0918,FFFFFFCD0D54,00000000121B,00000122E02E,000001FFFFDE,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
207,FFFFE902850D,00002DCC7777,FFFFFF10E04F,00000009D07D,FFFFFFFFF64C,000000038DB0,00000C1608B9,FFFFFFCE9C68,00000000160B,0000011F5D06,00000200F3E8,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
208,FFFFE904CE48,00002B231D2B,FFFFFF112E32,00000009C654,FFFFFFFFF64C,FFFFFFFBD16C,00000B81BCA0,FFFFFFCC72C1,000000001080,0000011DE037,000001FF84E5,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
209,FFFFE84E18C2,00002B85D6A7,FFFFFF0E94AF,00000007BF87,FFFFFFFFF669,FFFFFFFFF389,00000BE42241,FFFFFFCDE905,000000001436,00000121DB17,000002006643,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
210,FFFFE71139EF,00002CC40205,FFFFFF0AD575,FFFFFFFBA127,FFFFFFFFF674,00000002AC0B,00000BAFBADA,FFFFFFCD2814,000000001244,000001220244,000001FFEA93,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
211,FFFFE685D385,000029E0BE89,FFFFFF0D9FBF,00000000D840,FFFFFFFFF674,FFFFFFFB462E,00000B0456D7,FFFFFFCAA796,000000000BDA,00000123A476,00000201A5E3,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
212,FFFFE699BB74,00002AB7C183,FFFFFF0E1047,00000001E3F0,FFFFFFFFF670,0000000064D7,00000AB90B7A,FFFFFFC99095,000000000906,000001249AE8,00000201DFAF,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
213,FFFFE5AABC48,00002A101E86,FFFFFF010676,0000000CB00D,FFFFFFFFF656,FFFFFFFF36D4,00000B9B0077,FFFFFFCCE6B6,000000001188,00000122CECC,000002014AC0,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
214,FFFFE55E7ACC,000028A67622,FFFFFF007EB7,00000009151B,FFFFFFFFF660,FFFFFFFCFE46,00000B7AD7DD,FFFFFFCC71EA,00000000105B,0000012309AC,000001FF6526,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
215,FFFFE50B219E,0000272DB976,FFFFFEFEC568,0000000768E9,FFFFFFFFF670,FFFFFFFC39C1,00000B787A71,FFFFFFCC6D31,000000001048,000001211242,000001FF9392,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
216,FFFFE4916069,00002A49D63F,FFFFFEFD9AED,000000051824,FFFFFFFFF669,00000005BA7C,00000C276B9E,FFFFFFCF0358,0000000016D8,000001218517,0000020010AA,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
217,FFFFE497EE4D,00002902F859,FFFFFEFE523B,0000000419B0,FFFFFFFFF66C,FFFFFFFF8ECF,00000B866E8C,FFFFFFCCA9EF,0000000010D1,000001275D5F,000002013AFD,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
218,FFFFE50EF494,0000290B43D8,FFFFFF003645,0000000AB237,FFFFFFFFF649,000000000986,00000B87A120,FFFFFFCCB294,0000000010DE,00000122EF4B,000001FFD770,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
219,FFFFE4305413,000028F9B5C8,FFFFFF037CEF,00000010C489,FFFFFFFFF652,000000004DBC,00000B7A3BFC,FFFFFFCC8462,000000001064,000001231730,000001FF68D3,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
220,FFFFE359D395,000027FB2E7D,FFFFFEFF01D0,00000013EA44,FFFFFFFFF663,FFFFFFFE77EA,00000B7C7762,FFFFFFCC90FC,000000001086,0000011F67C7,000001FFDE85,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
221,FFFFE2C10C9F,000027861E93,FFFFFEFD2204,0000000F9F99,FFFFFFFFF699,FFFFFFFED787,00000B8B3B56,FFFFFFCCCCB5,00000000111D,0000011FE375,000001FE1D35,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
222,FFFFE230AF88,000029612DEE,FFFFFEFBADFF,0000000B8669,FFFFFFFFF6AE,00000003D7FD,00000A9630A2,FFFFFFC93736,0000000007F0,0000012243F7,000001FEE1A2,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
223,FFFFE214119D,000028BF2136,FFFFFEF8ADD7,0000000958AE,FFFFFFFFF6AB,0000000032F8,00000A2F788E,FFFFFFC7B917,000000000414,00000124F8EF,000001FF2232,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
224,FFFFE165251D,000026E219F3,FFFFFEFCADEC,0000000E75F1,FFFFFFFFF6BF,FFFFFFFCD225,00000A2BDC6C,FFFFFFC7AFCB,0000000003FC,000001266891,000001FFCF7C,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
225,FFFFE0CC2F57,000025E0EC28,FFFFFEF8FE0B,00000006FF8C,FFFFFFFFF6E6,FFFFFFFDCB72,00000B4E29F1,FFFFFFCBF7FD,000000000EE5,000001264127,000001FFA1A7,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
226,FFFFE0E1F356,000027D9E005,FFFFFEF992F5,00000006EFA6,FFFFFFFFF6D0,00000002EA77,00000BA8D876,FFFFFFCD512F,000000001245,000001213EE0,0000020064AC,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
227,FFFFE0186C55,000025C87B1F,FFFFFEF56F1B,000000043325,FFFFFFFFF6C0,FFFFFFFD6B1E,00000BCDC565,FFFFFFCDE036,0000000013B2,000001212B72,000002001CE7,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
228,FFFFDF5B0CCB,000026B062A3,FFFFFEF311C7,FFFFFFF93B8F,FFFFFFFFF6E5,00000001EF52,00000BA25AAF,FFFFFFCD410C,000000001219,000001220CF5,00000200297B,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
229,FFFFDF0A6C58,00002650F017,FFFFFEF244BB,FFFFFFFAD142,FFFFFFFFF6D9,000000001EB6,00000BC65BA7,FFFFFFCDCC99,000000001373,00000129D51B,000001FFCE82,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
230,FFFFDEC16E81,0000266F5B73,FFFFFEF212F9,FFFFFFFAC0F4,FFFFFFFFF6D3,000000005129,00000B50C90F,FFFFFFCC1680,000000000F0D,00000122F0FC,000002008B30,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
231,FFFFDEC9811B,0000258C0DC4,FFFFFEF24503,FFFFFFFABCD5,FFFFFFFFF6CA,FFFFFFFE8521,00000B4D6F3A,FFFFFFCC0E0C,000000000EF2,000001213201,000002001F68,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
232,FFFFDE8EEF2F,0000235AEE57,FFFFFEF19740,FFFFFFFA32FE,FFFFFFFFF6B3,FFFFFFFB8B5F,00000BBDCADC,FFFFFFCDB8CD,000000001328,00000121BFFC,000002004289,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
233,FFFFDDF385C8,000023B8D549,FFFFFEF054A7,FFFFFFF2F288,FFFFFFFFF687,000000001819,00000C1196EF,FFFFFFCEF81C,00000000164D,00000124FCC7,000001FFB7DD,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
234,FFFFDD5111E3,000022778CEC,FFFFFEEEBDF3,FFFFFFFAC464,FFFFFFFFF68F,FFFFFFFDD3FA,00000B56AA15,FFFFFFCC3D25,000000000F57,00000126365D,000001FF698A,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
235,FFFFDD59E48D,0000224BC396,FFFFFEEEFE26,FFFFFFFC2D18,FFFFFFFFF676,FFFFFFFF380A,00000C11D275,FFFFFFCF013A,00000000165E,0000012900FB,0000020075DB,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
236,FFFFDC3A09E9,000024E4E029,FFFFFEF753D4,FFFFFFF1B69E,FFFFFFFFF672,000000055EAF,00000BFB1EC1,FFFFFFCEAFF5,000000001594,00000123AC17,000001FFE6F4,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
237,FFFFDBF5FC92,00002253847A,FFFFFEF7A4E9,FFFFFFF035A3,FFFFFFFFF66C,FFFFFFFCBFCB,00000BFE705A,FFFFFFCEC08B,0000000015B2,000001270132,000001FF3DDA,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
238,FFFFDBE5F44E,00002398B387,FFFFFEF772BA,FFFFFFEE5C3D,FFFFFFFFF658,00000001E955,00000BE6A5D5,FFFFFFCE6B29,0000000014CF,0000012A29C4,000002001F2C,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
239,FFFFDBA78E61,000021C6680C,FFFFFEF750B6,FFFFFFEEB92D,FFFFFFFFF650,FFFFFFFD2FCB,00000BC80BDF,FFFFFFCDFC2A,0000000013A8,000001294B8F,000001FFCC22,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
240,FFFFDB6214CB,000020117A5A,FFFFFEF79E9E,FFFFFFEF666D,FFFFFFFFF659,FFFFFFFBB85C,00000B3D87E9,FFFFFFCBF748,000000000E77,0000012490B1,000001FEE012,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
241,FFFFDB6C1E20,000021954C2F,FFFFFEF7CEAB,FFFFFFF09C34,FFFFFFFFF650,00000001E90A,00000B511484,FFFFFFCC44F5,000000000F2E,000001248FB8,000001FE4D91,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
242,FFFFDB0890E1,00002155E94A,FFFFFEF6775D,FFFFFFF5AD03,FFFFFFFFF652,000000006C72,00000B3D193D,FFFFFFCBFDF5,000000000E6E,00000123C4CD,000001FEC89B,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
243,FFFFDA61478D,000020CB59FC,FFFFFEF49B1C,FFFFFFF89947,FFFFFFFFF63D,FFFFFFFF45FB,00000B0831E6,FFFFFFCB3B23,000000000C7B,000001226F26,000001FF5B4F,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
244,FFFFDA3DB59D,00001E91B731,FFFFFEF4740B,FFFFFFF874E2,FFFFFFFFF62F,FFFFFFFB3834,00000BA06ADD,FFFFFFCD7BD8,000000001230,00000122132E,000001FFDDCC,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
245,FFFFDA28FB12,00002022B9F5,FFFFFEF417C3,FFFFFFF737F2,FFFFFFFFF61B,00000001B1B0,00000BFDCEEC,FFFFFFCEDF39,0000000015AE,000001203E6B,00000202123C,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
246,FFFFDA624F03,00002088E493,FFFFFEF6493A,FFFFFFF54FDF,FFFFFFFFF624,000000017125,00000B34D5CB,FFFFFFCBEF68,000000000E2A,000001227307,000001FFA386,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
247,FFFFD9492AF6,00001E69775C,FFFFFEF3AEF1,FFFFFFF9EF69,FFFFFFFFF620,FFFFFFFC3A1D,00000B616F3F,FFFFFFCC9B58,000000000FE1,00000121D2A8,000001FFB357,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
248,FFFFD9253B71,00001DFD6AAD,FFFFFEF380AC,FFFFFFF9773F,FFFFFFFFF610,FFFFFFFE0909,00000B8D3248,FFFFFFCD4413,000000001184,00000122A87F,00000202FAA4,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
249,FFFFD881B790,00001DAE9803,FFFFFEF1A6D8,FFFFFFF696A8,FFFFFFFFF60A,FFFFFFFEC3AA,00000B163D1B,FFFFFFCB88C8,000000000D1B,000001209D07,00000201D17C,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
250,FFFFD7E742CE,00001C8943EB,FFFFFEEFE4B8,FFFFFFF3E30C,FFFFFFFFF600,FFFFFFFD4F9A,00000AF2740C,FFFFFFCB065F,000000000BCA,000001208FE2,00000200B522,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
251,FFFFD829C79A,00001C998790,FFFFFEF1A1C1,FFFFFFF63E7B,FFFFFFFFF5E0,FFFFFFFF4511,00000C299932,FFFFFFCF9CC8,000000001767,000001210B4B,000001FFDC8E,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
252,FFFFD7E2D680,00001D4C70ED,FFFFFEF12BFC,FFFFFFF5C130,FFFFFFFFF5D6,00000001F576,00000BAE12F8,FFFFFFCDD03B,0000000012C5,000001226BDA,000001FEF9E9,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
253,FFFFD7C289F2,00001C223156,FFFFFEF123C8,FFFFFFF5B2DF,FFFFFFFFF5CD,FFFFFFFE6995,00000BBA2D27,FFFFFFCE01DC,000000001334,00000124E266,000001FEEC3A,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
254,FFFFD833FC6A,00001C471497,FFFFFEFF2CFE,00000007261E,FFFFFFFFF5E8,00000000135A,00000C2147D0,FFFFFFCF89BC,00000000170C,000001284501,000001FEF5A4,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
255,FFFFD75ECD31,00001BE519C0,FFFFFEFE3776,0000000A5C2B,FFFFFFFFF5E8,FFFFFFFF6446,00000C9D0514,FFFFFFD15F37,000000001BB0,0000011D181C,000001FFC645,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
256,FFFFD6B03800,00001D531771,FFFFFEFBB1D0,0000000935FD,FFFFFFFFF5EC,00000002B4C0,00000C8A30D1,FFFFFFD11C6C,000000001AFE,000001212B0E,00000201C468,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
257,FFFFD62FA26A,00001BB641C8,FFFFFEFA1CFC,000000078FCC,FFFFFFFFF5D8,FFFFFFFECE79,00000C970644,FFFFFFD150C3,000000001B7F,00000123AEAB,000002008664,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
258,FFFFD63EC865,0000190E4725,FFFFFEFA1C10,000000081AF3,FFFFFFFFF5D9,FFFFFFF98F77,00000C0274C3,FFFFFFCF25FC,0000000015F4,0000011C506F,000001FFBC73,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
259,FFFFD5D24827,00001A285EE7,FFFFFEF8CCD8,00000005F6EB,FFFFFFFFF5F0,000000013284,00000C208319,FFFFFFCF9B1D,000000001719,0000011E006D,0000020020F0,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
260,FFFFD5A0C93D,00001872AD67,FFFFFEF7F8FB,00000005F384,FFFFFFFFF5E2,FFFFFFFD7EB4,00000C1DDC77,FFFFFFCF9533,000000001705,0000012244B7,000002007764,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
261,FFFFD587748E,000019E7C7A6,FFFFFEF7FC3A,00000005C304,FFFFFFFFF5D6,000000026C99,00000C5D50BB,FFFFFFD087E5,000000001964,00000122BB8A,000001FFDA2C,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
262,FFFFD54FDB5A,0000195DCA36,FFFFFEFA20E6,000000040947,FFFFFFFFF5CD,FFFFFFFFE67D,00000C1BD1D5,FFFFFFCF9596,0000000016F2,0000012D47B4,000001FFF2CC,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
263,FFFFD43DAAA9,000018F01092,FFFFFEF99467,FFFFFFF1BD2C,FFFFFFFFF5D5,FFFFFFFF25AD,00000C0C068D,FFFFFFCF5E44,000000001662,000001299BF9,00000200C875,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
264,FFFFD3F77821,000016CF6F74,FFFFFEFF548A,FFFFFFF6D3A8,FFFFFFFFF5F5,FFFFFFFABDF8,00000B8B246E,FFFFFFCD7D92,00000000118E,0000012105F0,000001FED1BF,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
265,FFFFD44A4644,00001795F1FC,FFFFFF0013A8,FFFFFFF9462A,FFFFFFFFF5EF,FFFFFFFFCF81,00000BDC1C1A,FFFFFFCEB232,000000001494,00000119E462,00000201AD6C,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
266,FFFFD4124E84,0000172DFD35,FFFFFEFF5C5D,FFFFFFF90366,FFFFFFFFF5DC,FFFFFFFF7BDC,00000C27F3BB,FFFFFFCFD384,00000000176A,0000011C4AB1,000002021700,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
267,FFFFD37C44B5,000016C9C8A0,FFFFFF03D954,FFFFFFF832F8,FFFFFFFFF5CA,FFFFFFFF9673,00000BD747EF,FFFFFFCEA829,00000000146C,0000012B24BB,00000200057D,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
268,FFFFD325EE0A,000015F2459F,FFFFFF024DB6,FFFFFFF46CCB,FFFFFFFFF5B9,FFFFFFFDF48B,00000BE35D8A,FFFFFFCED9AD,0000000014E1,0000012A9168,0000020026F9,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
269,FFFFD2C7C780,0000170E93B8,FFFFFF01ECC3,FFFFFFF1CD97,FFFFFFFFF5A6,000000025486,00000B84301F,FFFFFFCD77C6,00000000114E,00000125DC2B,000001FFD09F,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
270,FFFFD2902424,000014EF086C,FFFFFF01F322,FFFFFFF13490,FFFFFFFFF58F,FFFFFFFBF7F4,00000C2037A6,FFFFFFCFC6BB,00000000172A,00000121EE63,000001FEB119,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
271,FFFFD28D2815,000015F75386,FFFFFF0271B7,FFFFFFF50012,FFFFFFFFF59D,000000017D2B,00000B7521FD,FFFFFFCD4746,0000000010BF,00000127E2FC,000001FEE65B,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
272,FFFFD27F9880,0000155C6E54,FFFFFF02C50A,FFFFFFF33805,FFFFFFFFF598,FFFFFFFFA049,00000B991C99,FFFFFFCDD2B1,00000000121C,000001222FD3,000001FF5A90,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
273,FFFFD28E76CB,00001389A278,FFFFFF03DFDB,FFFFFFFB54D1,FFFFFFFFF591,FFFFFFFBD0B2,00000C2B24C5,FFFFFFCFFC09,000000001790,00000125EE07,000001FFDE65,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
274,FFFFD307D0BE,00001339BB19,FFFFFEFD6835,0000000572DD,FFFFFFFFF5AD,FFFFFFFDA57A,00000BDD4DD9,FFFFFFCEDB45,0000000014A3,0000011F3EB4,000001FFA878,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
275,FFFFD30D1CC2,000014A8024D,FFFFFEFE2CCA,00000006AAAB,FFFFFFFFF5A6,000000032120,00000BA4BF5C,FFFFFFCE0A95,000000001283,000001207DC7,000002005D4F,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
276,FFFFD246AE22,0000125FD2A1,FFFFFF056733,0000000E6C72,FFFFFFFFF5A3,FFFFFFFC6F85,00000B34FA65,FFFFFFCC6A51,000000000E5D,00000128EB21,000002010FB6,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
277,FFFFD1A0BD86,000011411B70,FFFFFF00AE31,000000085D6D,FFFFFFFFF5FC,FFFFFFFCBFAF,00000B2333FC,FFFFFFCC2B98,000000000DBB,000001261B96,000001FEEA2F,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
278,FFFFD17718C3,000011EE8641,FFFFFF0031DB,00000008C1DA,FFFFFFFFF5E4,000000004683,00000BEE8527,FFFFFFCF2C6C,00000000155B,0000012170DC,000001FFB08C,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
279,FFFFD0EF594F,0000123BE644,FFFFFEFE1570,00000007964F,FFFFFFFFF5E7,00000000DC26,00000BCDA0E4,FFFFFFCEB4C7,000000001422,000001216588,000001FFF585,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
280,FFFFD0E090F6,0000116D220B,FFFFFEFDFC91,000000078CBA,FFFFFFFFF5E8,FFFFFFFEFA41,00000B64E9DF,FFFFFFCD2F00,000000001038,00000122A8D5,000002030950,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
281,FFFFD0F7D6D6,000010709A87,FFFFFEFE4442,0000000796C0,FFFFFFFFF5D6,FFFFFFFE5491,00000BB7A7FE,FFFFFFCE6A4D,000000001351,00000121E9F6,000002017C42,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
282,FFFFD0DB52E6,0000124211E1,FFFFFEFE5B21,000000078B27,FFFFFFFFF5D0,00000004E5F4,00000B845A67,FFFFFFCDAD64,000000001160,0000012221C1,000001FFD95F,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
283,FFFFD06ECBC2,00000EBAD722,FFFFFEFCD969,0000000BF265,FFFFFFFFF5CC,FFFFFFF9CE11,00000B6B7DC0,FFFFFFCD53FE,00000000107B,0000012DC94B,00000200AF49,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
284,FFFFD00B2CE1,00001011AA34,FFFFFEFC02D5,0000000A4FC1,FFFFFFFFF5D3,00000001C390,00000C129D02,FFFFFFCFCCA7,0000000016BE,000001281C19,000001FEF5D7,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
285,FFFFCFB7D8AF,00000D8E4C08,FFFFFEFB84EE,0000000BB8C5,FFFFFFFFF5D2,FFFFFFFAC240,00000C25F78D,FFFFFFD0197F,00000000177A,00000129C608,000001FF39EF,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
286,FFFFCF86B194,00000E88B4E8,FFFFFEFB4E71,0000000B05D6,FFFFFFFFF5D3,00000000FE55,00000C19D154,FFFFFFCFEFD2,000000001705,000001277553,000001FF35D0,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
287,FFFFCED1E218,00000F00ADAA,FFFFFEFA58AB,0000000F70DD,FFFFFFFFF5DF,00000002617C,00000CA5A430,FFFFFFD201C3,000000001C45,000001292CAB,000001FEDBFF,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
288,FFFFCEF2A100,00000C8880E1,FFFFFEFC27B2,000000105311,FFFFFFFFF5D8,FFFFFFFB7A52,00000C73AE37,FFFFFFD149D8,000000001A67,00000129A16A,000001FEC2AB,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
289,FFFFCF40B087,00000D0C8176,FFFFFEFC4765,00000012560B,FFFFFFFFF58B,000000001C20,00000CF37BF4,FFFFFFD32E7F,000000001F2B,000001232333,000001FE7E15,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
290,FFFFCF38EEA8,00000B296C8F,FFFFFEFC52EA,0000001200DF,FFFFFFFFF596,FFFFFFFBEB6E,00000C0C0F4C,FFFFFFCFCC07,00000000167F,00000126C58F,000001FEA4B8,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
291,FFFFCEF1212A,00000B7A1025,FFFFFEFB9D32,00000010F76E,FFFFFFFFF59C,FFFFFFFFF547,00000C9DEBC2,FFFFFFD1F4AB,000000001BF1,00000126FCDA,000001FDE1C8,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
292,FFFFCED14C05,00000B397186,FFFFFEFB60EA,00000010296A,FFFFFFFFF5A1,FFFFFFFF84E4,00000C53FAE8,FFFFFFD0E288,00000000192D,0000012783A0,000001FDE98A,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
293,FFFFCF280154,00000CEBC5E4,FFFFFEFDDE25,00000017443E,FFFFFFFFF562,000000042A7E,00000BF57438,FFFFFFCF82FD,00000000159E,0000011EE80C,000001FDFC37,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
294,FFFFCEDFFCA2,00000B18FE4A,FFFFFEFD226A,00000016A2DF,FFFFFFFFF54A,FFFFFFFD4F13,00000C29774C,FFFFFFD04AA8,000000001793,000001235BE6,000001FD62FD,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
295,FFFFCF97A057,000009F9B1C0,FFFFFEFF8BC3,00000016C7BB,FFFFFFFFF4E4,FFFFFFFC6DFE,00000BEAB83E,FFFFFFCF62A5,000000001532,00000121D1B5,000001FDF822,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
296,FFFFCF85F25A,00000A25F430,FFFFFEFF47D1,00000017385B,FFFFFFFFF4D5,FFFFFFFF4157,00000C2FFC0B,FFFFFFD06B33,0000000017CB,000001209AFC,000001FF38EB,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
297,FFFFCF715818,0000099FB3AD,FFFFFEFEC6AA,00000016F15F,FFFFFFFFF4CC,FFFFFFFE8CA6,00000C7CC661,FFFFFFD19007,000000001AAE,000001215EA0,000001FEBDA7,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
298,FFFFCFB50B94,000008A9932B,FFFFFEFF4FBC,00000016834F,FFFFFFFFF4BB,FFFFFFFD5550,00000C328EC6,FFFFFFD07CDD,0000000017E5,00000122528D,000001FE193E,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
299,FFFFCF59348F,000008D02304,FFFFFEFDDE8E,000000186BDC,FFFFFFFFF4CD,FFFFFFFF7B35,00000BC75292,FFFFFFCEED8A,0000000013E5,0000012323D9,000001FE47BB,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
300,FFFFCF4C41B6,000006B4FA90,FFFFFEFCF736,00000017EFD7,FFFFFFFFF4C5,FFFFFFFB2E16,00000BD141CB,FFFFFFCF16F7,000000001448,000001226543,000001FE12AA,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
301,FFFFCF7832FF,000006BA27E6,FFFFFEFD66C8,000000161738,FFFFFFFFF4AA,FFFFFFFE5AA9,00000BD98203,FFFFFFCF3A04,000000001493,000001246E13,000001FF0F8E,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
302,FFFFCE74B533,000007032441,FFFFFEFAA4B8,000000099D4D,FFFFFFFFF528,00000001AC61,00000C166E85,FFFFFFD0233C,0000000016E3,00000126FC12,000001FBE256,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
303,FFFFCF2A67A6,0000053427DE,FFFFFF01F961,000000056210,FFFFFFFFF525,FFFFFFFCC80C,00000C1634A3,FFFFFFD0265D,0000000016DB,00000123A3F0,00000200A21C,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
304,FFFFCEE421E7,000006A88139,FFFFFF016008,00000003FB42,FFFFFFFFF528,0000000281F7,00000BF93F56,FFFFFFCFBD75,0000000015C6,00000122C0E8,000002006499,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
305,FFFFCEACE74F,0000052FADE5,FFFFFF00ED6B,0000000485BE,FFFFFFFFF51E,FFFFFFFD9CB9,00000C011002,FFFFFFCFDEE5,000000001614,00000122D600,000002006513,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
